"'Bridelia retusa'","7.07","0","plot3"
"'Bridelia retusa'","13.89","0","plot3"
"'Bridelia retusa'","14.00","0","plot3"
"'Bridelia retusa'","15.00","0","plot3"
"'Bridelia retusa'","17.00","0","plot3"
"'Bridelia retusa'","25.50","0","plot3"
"'Bridelia retusa'","23.00","0","plot3"
"'Bridelia retusa'","32.00","0","plot3"
"'Casuarina equisetifolia'","8.77","0","plot3"
"'Casuarina equisetifolia'","15.00","0","plot3"
"'Casuarina equisetifolia'","35.51","0","plot3"
"'Casuarina equisetifolia'","20.00","0","plot3"
"'Casuarina equisetifolia'","29.00","0","plot3"
"'Casuarina equisetifolia'","43.98","0","plot3"
"'Casuarina equisetifolia'","45.00","0","plot3"
"'Casuarina equisetifolia'","50.00","0","plot3"
"'Dodonaea angustifolia'","9.06","0","plot3"
"'Dodonaea angustifolia'","10.49","0","plot3"
"'Dodonaea angustifolia'","11.22","0","plot3"
"'Dodonaea angustifolia'","8.60","0","plot3"
"'Dodonaea angustifolia'","9.22","0","plot3"
"'Dodonaea angustifolia'","10.44","0","plot3"
"'Gliricidia sepium'","17.61","0","plot3"
"'Gliricidia sepium'","15.78","0","plot3"
"'Gliricidia sepium'","20.17","0","plot3"
"'Guazuma ulmifolia'","26.00","0","plot3"
"'Manilkara hexandra'","7.07","0","plot3"
"'Manilkara hexandra'","11.05","0","plot3"
"'Memecylon umbellatum'","32.00","0","plot3"
"'Morinda coreia'","12.21","0","plot3"
"'Morinda coreia'","16.64","0","plot3"
"'Terminalia arjuna'","10.00","0","plot3"
"'Terminalia catappa'","15.00","0","plot3"
"'Terminalia catappa'","24.00","0","plot3"
"'Acacia auriculiformis'","13.04","0","plot4"
"'Acacia auriculiformis'","32.00","0","plot4"
"'Acacia holosericea'","6.71","0","plot4"
"'Acacia holosericea'","7.35","0","plot4"
"'Acacia holosericea'","8.94","0","plot4"
"'Acacia holosericea'","11.00","0","plot4"
"'Acacia holosericea'","17.49","0","plot4"
"'Acacia holosericea'","15.00","0","plot4"
"'Acacia mangium'","9.22","0","plot4"
"'Acacia mangium'","7.00","0","plot4"
